customer_id,name,birthdate,region_id,customer_segment_id,customer_type
1225,Linh Lê,1996-12-09,3,2,Individual
1226,Bà Chi Đặng,1988-11-14,1,2,Individual
1227,Hồng Phạm,1972-10-27,1,1,Individual
1228,Bác Minh Nguyễn,2006-01-24,2,2,Individual
1229,Dương Mai,1985-08-14,1,1,Individual
1230,Quý ông Trung Trần,2004-12-05,2,2,Individual
1231,Thành Vũ,1975-01-19,3,1,Individual
1232,Quý cô Nhật Phạm,1974-02-18,2,1,Individual
1233,Mai Trần,1992-08-18,2,1,Individual
1234,Minh Mai Nguyễn,2004-05-05,3,1,Individual
1235,Vũ Bảo Nguyễn,1989-02-16,1,2,Individual
1236,An Đức Trần,2004-03-10,1,2,Individual
1237,Quý cô Hà Đặng,1999-06-14,2,1,Individual
1238,Hà Mai,1999-04-07,2,1,Individual
1239,Vi Nguyễn,1994-08-05,3,1,Individual
1240,Phúc Phạm,1970-05-22,3,1,Individual
1241,Nhật Phú Phạm,1988-02-05,3,2,Individual
1242,Xuân Phạm,2003-02-09,1,2,Individual
1243,Hạnh Hoàng Đặng,2004-04-22,3,2,Individual
1244,Bà Hải Dương,2004-10-22,2,1,Individual
1245,Tú Mai,1996-09-16,3,1,Individual
1246,Lan Mai,1968-04-01,2,2,Individual
1247,Hưng Đức Phạm,1984-08-28,3,2,Individual
1248,Quý cô Duyên Nguyễn,1971-05-13,1,2,Individual
1249,Trung Hoàng Lê,1991-11-22,1,1,Individual
1250,Kim Nguyễn,1973-07-01,2,2,Individual
1251,Anh Tấn Mai,1976-02-28,2,1,Individual
1252,Bảo Hữu Dương,1993-12-13,3,1,Individual
1253,Nam Thị Vũ,1979-07-14,1,1,Individual
1254,Chị Lâm Hoàng,1967-12-08,2,2,Individual
1255,Bà Chi Vũ,1998-11-18,2,1,Individual
1256,Tú Lê,1968-03-13,3,1,Individual
1257,Thành Mai,1980-11-14,1,1,Individual
1258,Lâm Hoàng,1996-06-21,2,2,Individual
1259,Quý cô Linh Đặng,1991-09-01,2,1,Individual
1260,Yến Đặng,1979-11-24,3,1,Individual
1261,Quý cô Hà Phạm,1997-05-18,3,1,Individual
1262,Thành Phú Vũ,1980-01-15,2,1,Individual
1263,Anh Hưng Đặng,2004-05-20,1,1,Individual
1264,Quý cô Dương Hoàng,1977-06-06,2,1,Individual
1265,Chị Kim Dương,1979-11-18,1,2,Individual
1266,Ông Huy Hoàng,1972-10-23,2,2,Individual
1267,Kim Văn Dương,1979-03-11,3,1,Individual
1268,Nhật Tấn Đặng,1989-04-19,1,1,Individual
1269,Bác Tùng Hoàng,1996-03-05,1,2,Individual
1270,Bà Hải Lê,1967-02-16,1,2,Individual
1271,Khoa Đức Lê,1995-03-10,1,1,Individual
1272,Bà Mai Đặng,1976-09-24,3,2,Individual
1273,Bà Phương Vũ,2003-12-08,1,1,Individual
1274,Trung Vũ,2003-06-29,2,1,Individual
1275,Quý cô Phương Trần,1998-12-28,2,2,Individual
1276,Ngọc Vũ,2005-06-21,3,1,Individual
1277,Bà Vân Dương,1996-06-20,2,2,Individual
1278,Vũ Hoàng Nguyễn,1997-06-16,2,2,Individual
1279,Chi Trần,1992-05-29,1,2,Individual
1280,Hải Đặng,1996-10-28,3,2,Individual
1281,Lâm Nguyễn,1996-10-05,1,2,Individual
1282,Quý cô Lâm Hoàng,1995-01-01,2,2,Individual
1283,Thành Mai Dương,1998-08-15,2,2,Individual
1284,Phương Bảo Hoàng,1974-06-19,2,2,Individual
1285,Bà Duyên Dương,1985-12-12,3,1,Individual
1286,Linh Nguyễn,1975-06-13,2,1,Individual
1287,Quang Thế Trần,1971-09-02,1,2,Individual
1288,Quý cô Ánh Vũ,1998-10-29,2,2,Individual
1289,Quý cô Hà Mai,2003-08-03,1,2,Individual
1290,Khoa Vũ,1993-09-05,2,1,Individual
1291,Ông Dũng Vũ,1980-04-19,1,1,Individual
1292,Lâm Hải Bùi,1994-10-26,3,1,Individual
1293,Hải Thị Nguyễn,1968-02-24,1,2,Individual
1294,Hương Trần,2002-04-06,2,2,Individual
1295,Hà Phạm,2000-12-13,1,1,Individual
1296,Dương Mai,1983-09-21,2,1,Individual
1297,Xuân Phạm,1968-08-03,3,1,Individual
1298,Ông Vũ Bùi,1997-03-19,1,1,Individual
1299,Dũng Bảo Nguyễn,1995-10-16,2,2,Individual
1300,Tú Tấn Dương,2002-03-23,2,2,Individual
1301,Bà Vi Hoàng,1969-10-04,1,2,Individual
1302,Hạnh Dương,1993-06-07,2,2,Individual
1303,Chị Duyên Nguyễn,1983-01-13,2,2,Individual
1304,Chị Bảo Bùi,2001-07-24,2,1,Individual
1305,Nhiên Dương,2007-05-26,3,2,Individual
1306,Bà Hà Hoàng,1969-05-01,2,1,Individual
1307,Nam Đặng,2000-02-21,1,2,Individual
1308,Ông Vũ Trần,1981-01-07,1,1,Individual
1309,Quý cô Thành Mai,1967-04-08,3,1,Individual
1310,Hưng Trần,1968-06-23,2,2,Individual
1311,Phương Thị Dương,2004-11-01,3,2,Individual
1312,Nhật Phạm,1981-03-12,2,2,Individual
1313,Chị Mai Nguyễn,2006-10-07,1,1,Individual
1314,Quang Hải Vũ,1968-01-25,1,2,Individual
1315,Xuân Bùi,1989-12-18,1,1,Individual
1316,Ông Hoàng Mai,1975-08-13,1,2,Individual
1317,Ánh Mai,1975-08-17,2,1,Individual
1318,Bà Vi Đặng,1979-03-31,2,1,Individual
1319,Mai Hoàng,1978-02-08,2,1,Individual
1320,Vi Lê,1969-11-09,1,1,Individual
1321,Châu Vũ,1996-04-19,2,2,Individual
1322,Hải Tấn Trần,2005-05-16,3,1,Individual
1323,Thảo Lê,1980-11-18,2,1,Individual
1324,Hồng Trần,1999-01-14,3,1,Individual
1325,Hưng Nguyễn,1991-03-02,3,2,Individual
1326,Cô Phương Mai,1980-09-22,3,1,Individual
1327,Quý ông Hưng Phạm,2007-02-04,2,2,Individual
1328,Duyên Hoàng,1994-08-18,3,2,Individual
1329,Quý cô An Hoàng,1966-02-08,1,2,Individual
1330,Trọng Mai Đặng,1994-07-02,3,1,Individual
1331,Chị Hà Hoàng,1993-11-26,1,2,Individual
1332,Quý ông Hưng Bùi,1995-08-30,2,1,Individual
1333,Nam Lê,2006-08-19,2,2,Individual
1334,Quý cô Dương Lê,1968-03-09,2,2,Individual
1335,Anh Tùng Đặng,1974-05-30,3,1,Individual
1336,Châu Đặng,1984-04-02,1,2,Individual
1337,Anh Phúc Trần,2000-07-23,2,2,Individual
1338,Khoa Lê,1981-02-25,3,1,Individual
1339,An Hoàng Nguyễn,1987-04-02,3,2,Individual
1340,Bà Thành Mai,1971-03-13,1,1,Individual
1341,Bà Phương Đặng,1981-10-11,2,1,Individual
1342,Cô Duyên Phạm,1983-02-19,2,1,Individual
1343,Anh Vũ Phạm,1972-09-06,3,1,Individual
1344,Trọng Phạm,1990-02-23,2,2,Individual
1345,Bà Hương Dương,1986-08-23,3,2,Individual
1346,An Hoàng,1989-02-03,2,2,Individual
1347,Nam Hoàng,2000-05-11,3,1,Individual
1348,Nhiên Bùi,1977-09-10,1,1,Individual
1349,Thành Vũ,1977-10-27,2,1,Individual
1350,Châu Quang Mai,1993-09-21,3,2,Individual
1351,Quang Tấn Vũ,1979-06-14,3,1,Individual
1352,Phúc Xuân Phạm,1985-08-23,2,2,Individual
1353,Tùng Hữu Đặng,1967-06-24,3,1,Individual
1354,Vũ Tấn Dương,1989-03-11,2,2,Individual
1355,Ông Hoàng Hoàng,1991-10-20,3,2,Individual
1356,Châu Bùi,1978-09-26,2,2,Individual
1357,Nhật Hữu Nguyễn,1999-01-11,2,2,Individual
1358,Nam Hoàng Nguyễn,1970-05-16,3,2,Individual
1359,Ánh Vũ,2001-01-05,2,1,Individual
1360,Quý cô Duyên Mai,1976-09-19,3,2,Individual
1361,Quang Thế Lê,1994-06-02,1,2,Individual
1362,Khoa Vũ,1980-01-16,3,1,Individual
1363,Thành Nguyễn,2007-02-10,1,2,Individual
1364,Lan Trần,1965-11-02,2,2,Individual
1365,Hải Mai Bảo Mai,1974-10-13,2,2,Individual
1366,Tú Bảo Dương,1977-12-15,3,2,Individual
1367,Ánh Phạm,1985-07-28,2,2,Individual
1368,Ngọc Đặng,2002-02-16,3,2,Individual
1369,Anh Phạm,1991-01-13,3,2,Individual
1370,Phương Xuân Dương,1976-07-06,3,1,Individual
1371,Khoa Bùi,1976-10-03,2,2,Individual
1372,Tùng Thế Hoàng,1971-11-12,2,2,Individual
1373,Dương Đặng,1989-12-16,1,1,Individual
1374,Nhật Hoàng,1983-10-27,2,1,Individual
1375,Quý cô Duyên Dương,1979-10-19,1,2,Individual
1376,Hoàng Bùi,1973-12-17,1,1,Individual
1377,Minh Phạm,1973-08-09,1,2,Individual
1378,Phương Bảo Hoàng,2000-02-01,1,1,Individual
1379,Cô Lâm Mai,1998-08-24,2,2,Individual
1380,Bà Ánh Vũ,1972-04-10,1,1,Individual
1381,Hải Phạm,1973-11-08,3,2,Individual
1382,Vũ Phạm,1984-03-28,2,1,Individual
1383,Quý cô Hồng Bùi,1990-07-15,2,2,Individual
1384,An Nguyễn,1968-01-14,2,2,Individual
1385,Quý cô Hải Trần,2001-02-01,2,1,Individual
1386,Lâm Bảo Hoàng,2004-12-04,2,2,Individual
1387,Thành Phạm,1970-07-08,2,1,Individual
1388,Kim Bảo Mai,1972-03-11,2,1,Individual
1389,Cô Hạnh Đặng,1980-09-18,2,1,Individual
1390,Thành Hoàng,2004-10-13,2,1,Individual
1391,Bà Nhật Hoàng,1974-10-23,2,1,Individual
1392,Thảo Lê,1990-09-17,2,2,Individual
1393,Anh Châu Dương,1985-01-18,1,2,Individual
1394,Quý ông Quang Dương,2005-10-10,3,1,Individual
1395,Ngọc Dương,1999-09-20,1,1,Individual
1396,Bà Kim Nguyễn,1965-09-29,2,1,Individual
1397,Nhật Hải Dương,1981-07-19,1,2,Individual
1398,Nam Văn Đặng,1979-10-26,2,1,Individual
1399,Hoàng Lê,1976-11-24,3,2,Individual
1400,Cô Kim Bùi,1986-01-09,2,1,Individual
1401,Anh Bùi,1975-09-03,3,1,Individual
1402,Hà Bùi,1991-10-11,3,2,Individual
1403,Cô Hương Vũ,1986-08-15,1,2,Individual
1404,Hưng Thị Mai,2004-04-17,1,2,Individual
1405,Kim Trần,1992-01-14,3,2,Individual
1406,Quý ông Thành Trần,1976-11-08,3,2,Individual
1407,Nhật Nguyễn,1990-04-02,2,2,Individual
1408,Thảo Phạm,1969-11-09,3,2,Individual
1409,Kim Mai,1991-04-22,3,2,Individual
1410,Ông Anh Dương,1993-08-14,3,2,Individual
1411,Quang Hoàng,1982-12-12,1,2,Individual
1412,Chị Yến Mai,1999-08-14,1,1,Individual
1413,Anh Trọng Phạm,1994-01-07,3,1,Individual
1414,Nhật Hoàng Dương,1967-10-25,2,1,Individual
1415,Cô Ánh Đặng,1984-09-10,3,1,Individual
1416,Bà Linh Phạm,1986-03-04,1,2,Individual
1417,Anh Anh Nguyễn,1965-10-08,1,2,Individual
1418,Vũ Thế Dương,1969-03-26,1,2,Individual
1419,Nhật Mai Bảo Dương,1979-11-22,2,1,Individual
1420,Hưng Hữu Hoàng,1999-11-12,3,2,Individual
1421,Hương Vũ,1983-12-12,1,1,Individual
1422,Ánh Đặng,1973-11-17,1,1,Individual
1423,Hà Vũ,1982-02-12,3,2,Individual
1424,Vân Nguyễn,1973-12-16,2,2,Individual
1425,An Mai,1977-10-31,1,2,Individual
1426,Ông Nhiên Dương,1996-10-10,2,2,Individual
1427,Tùng Trần,1980-08-06,2,1,Individual
1428,Anh Anh Mai,1981-05-21,2,2,Individual
1429,Hưng Đức Bùi,1980-09-02,1,2,Individual
1430,Lâm Trần,1994-12-25,3,1,Individual
1431,Nhật Nguyễn,1975-09-09,3,2,Individual
1432,Chị Bảo Trần,1968-06-15,1,1,Individual
1433,Lâm Hoàng,1981-07-06,3,1,Individual
1434,Bảo Bảo Đặng,1998-11-08,1,1,Individual
1435,Nhật Bảo Đặng,1968-11-04,3,2,Individual
1436,Nhật Đặng,1987-08-29,2,2,Individual
1437,Cô Kim Lê,1972-12-03,3,2,Individual
1438,Bà Chi Bùi,1975-12-25,1,2,Individual
1439,Lan Lê,1998-09-17,2,2,Individual
1440,An Dương,1987-08-27,1,2,Individual
1441,Vũ Trần,1979-11-29,2,2,Individual
1442,Ông Châu Phạm,1983-05-18,2,2,Individual
1443,Quang Tấn Mai,1973-07-24,2,1,Individual
1444,Ông Anh Mai,2006-05-29,3,1,Individual
1445,Tùng Đặng,1972-03-04,1,2,Individual
1446,Châu Trí Phạm,1971-09-24,2,2,Individual
1447,Phương Thế Mai,1999-04-15,1,2,Individual
1448,Quý cô Vân Phạm,1995-12-11,3,2,Individual
1449,Nhật Thị Nguyễn,1986-10-16,2,1,Individual
1450,Bác Trọng Phạm,1977-10-04,2,1,Individual
1451,Chị Phương Nguyễn,1966-05-07,3,2,Individual
1452,Ông Anh Trần,2000-04-06,1,1,Individual
1453,Thành Phú Phạm,1965-10-28,3,1,Individual
1454,Anh Trần,2002-12-03,3,2,Individual
1455,Bảo Tấn Bùi,1998-03-17,3,1,Individual
1456,Phương Xuân Phạm,1976-04-06,2,2,Individual
1457,Cô Chi Lê,2006-10-25,2,1,Individual
1458,Hồng Mai,1968-07-07,1,2,Individual
1459,Hạnh Văn Lê,1993-08-30,1,2,Individual
1460,Hạnh Phạm,1979-04-14,2,1,Individual
1461,Cô Lan Vũ,1999-05-09,1,1,Individual
1462,Cô Kim Hoàng,1995-04-14,2,2,Individual
1463,Anh Dũng Phạm,1980-02-27,3,2,Individual
1464,Cô Yến Phạm,1978-03-31,3,1,Individual
1465,Bác Nam Nguyễn,1994-02-17,1,2,Individual
1466,Dương Lê,1992-06-19,2,1,Individual
1467,Bà Vi Mai,1973-07-09,2,2,Individual
1468,Linh Nguyễn,1986-12-28,1,2,Individual
1469,Yến Đặng,1969-11-12,3,2,Individual
1470,Chị Ngọc Lê,1997-12-27,1,1,Individual
1471,Hưng Hoàng Hoàng,1997-12-06,2,2,Individual
1472,Huy Thế Vũ,1976-07-26,2,1,Individual
1473,Quý ông Anh Phạm,1970-04-07,3,2,Individual
1474,Huy Nguyễn,1988-09-19,3,2,Individual
1475,Nhật Xuân Đặng,2005-05-02,2,1,Individual
1476,Thành Quang Bùi,1994-03-11,1,1,Individual
1477,Cô An Trần,1996-01-09,3,2,Individual
1478,Lâm Hải Mai,2002-01-09,1,2,Individual
1479,Linh Bùi,1966-02-04,1,2,Individual
1480,Bà Hương Phạm,1984-01-15,1,1,Individual
1481,An Văn Hoàng,1989-01-13,3,1,Individual
1482,Bác Minh Dương,1989-08-23,2,1,Individual
1483,Bác Dũng Lê,1980-10-21,2,2,Individual
1484,Cô Mai Hoàng,2003-12-25,2,1,Individual
1485,Ông Tùng Dương,1984-12-08,1,2,Individual
1486,Huy Hoàng Dương,1990-06-06,2,1,Individual
1487,Thảo Mai,1968-07-27,3,1,Individual
1488,Kim Hải Hoàng,1967-03-17,3,1,Individual
1489,Kim Mai Vũ,1974-09-12,2,1,Individual
1490,Ông Quang Trần,1990-06-15,1,2,Individual
1491,Khoa Quang Nguyễn,1985-09-28,1,1,Individual
1492,Phương Bảo Bùi,1977-06-01,1,1,Individual
1493,Cô Xuân Dương,1994-12-23,3,2,Individual
1494,Bà Hải Mai,1992-08-20,1,2,Individual
1495,Ánh Bùi,1991-05-03,3,2,Individual
1496,An Bùi,1967-12-27,1,1,Individual
1497,Bà Lan Đặng,1995-01-14,3,1,Individual
1498,Hồng Bùi,1970-11-13,1,2,Individual
1499,Quý cô Lâm Vũ,2005-11-22,3,1,Individual
1500,Lâm Hoàng Trần,1970-02-08,1,1,Individual
1501,Thành Hoàng Trần,1993-12-07,1,1,Individual
1502,Nhật Văn Mai,1987-07-04,1,1,Individual
1503,Bà An Vũ,1973-01-02,2,1,Individual
1504,Huy Hữu Lê,2002-08-09,3,1,Individual
1505,Bà Yến Hoàng,2003-07-29,1,2,Individual
1506,Quang Nguyễn,1994-12-09,2,1,Individual
1507,Hạnh Bảo Trần,1966-07-22,1,1,Individual
1508,Anh Tùng Vũ,1968-09-01,1,1,Individual
1509,Bà Ánh Trần,1997-04-11,1,2,Individual
1510,Quý ông Anh Trần,1996-09-20,3,2,Individual
1511,Bà Lan Mai,2005-08-23,3,1,Individual
1512,Phương Hải Trần,1987-10-27,3,2,Individual
1513,Linh Nguyễn,1966-10-25,2,1,Individual
1514,Bà Khoa Vũ,1995-05-28,1,1,Individual
1515,Quang Đặng,1990-09-10,1,2,Individual
1516,Quý cô Vân Lê,2003-02-08,1,1,Individual
1517,Chị Nhật Mai,1995-08-22,2,2,Individual
1518,Chị Ánh Hoàng,2007-03-25,3,1,Individual
1519,Thành Hoàng,1998-02-07,2,1,Individual
1520,Kim Hữu Phạm,1968-12-04,1,2,Individual
1521,Quý cô Khoa Phạm,1996-09-08,2,1,Individual
1522,Trung Phạm,1980-03-10,1,2,Individual
1523,Bà Lâm Trần,1977-07-10,2,2,Individual
1524,Chị Nhật Mai,1983-10-13,1,2,Individual
1525,Chị Hồng Đặng,1986-09-08,3,1,Individual
1526,Khoa Lê,1972-06-11,2,1,Individual
1527,Khoa Phạm,1978-09-27,2,1,Individual
1528,Bác Huy Phạm,1973-06-06,2,2,Individual
1529,Hoàng Đức Hoàng,2000-04-30,3,2,Individual
1530,Bác Tú Bùi,2002-09-22,3,2,Individual
1531,Vũ Bùi,2004-06-17,3,1,Individual
1532,Bảo Hoàng,1967-07-27,1,1,Individual
1533,Trọng Đức Nguyễn,1980-09-12,2,2,Individual
1534,Quý ông Châu Đặng,1969-04-01,2,2,Individual
1535,Quý cô Hà Hoàng,1984-02-10,2,2,Individual
1536,Bà Vi Bùi,2001-04-03,2,1,Individual
1537,Bà Dương Bùi,1997-01-08,3,1,Individual
1538,Khoa Phạm,1980-07-26,2,2,Individual
1539,Trọng Phạm,1973-03-09,3,1,Individual
1540,Hương Đặng,1988-01-23,3,2,Individual
1541,Ông Vũ Mai,1994-09-14,3,1,Individual
1542,Bác Châu Phạm,1984-07-15,3,1,Individual
1543,Vi Phạm,1998-01-04,2,1,Individual
1544,Anh Châu Nguyễn,1993-08-16,2,2,Individual
1545,Quý cô Lâm Dương,1994-02-20,1,2,Individual
1546,Cô Hải Vũ,1985-08-03,3,2,Individual
1547,Hải Quang Dương,2004-04-21,3,1,Individual
1548,Bác Hoàng Nguyễn,1978-09-09,2,1,Individual
1549,Bà Kim Nguyễn,2001-10-09,3,2,Individual
1550,Quang Bảo Dương,1972-09-05,3,2,Individual
1551,Bà Hà Trần,1982-04-29,2,1,Individual
1552,Bảo Hải Nguyễn,1969-12-13,2,2,Individual
1553,Châu Phú Trần,1967-03-10,2,2,Individual
1554,Bà Vi Nguyễn,1972-12-02,3,1,Individual
1555,Hải Nguyễn,1970-06-09,2,2,Individual
1556,Duyên Hoàng,1970-06-01,3,1,Individual
1557,Quang Phạm,1994-08-10,3,1,Individual
1558,Phương Vũ,1987-02-15,3,1,Individual
1559,Hưng Dương,1999-11-20,1,2,Individual
1560,Hưng Phạm,1978-10-07,1,1,Individual
1561,Hạnh Xuân Hoàng,1988-01-26,3,2,Individual
1562,Chị Ngọc Bùi,1968-05-05,3,2,Individual
1563,Vũ Phạm,1965-09-30,2,1,Individual
1564,Hải Nguyễn,2003-09-26,1,2,Individual
1565,Hà Hữu Nguyễn,1976-08-14,3,2,Individual
1566,An Thế Phạm,2004-01-17,2,1,Individual
1567,Anh Thành Trần,2004-05-07,1,1,Individual
1568,Bảo Phạm,1994-11-25,2,1,Individual
1569,Quý cô Nhật Vũ,1993-06-29,2,1,Individual
1570,Hương Dương,1981-08-28,1,1,Individual
1571,Bác Minh Mai,1987-10-03,1,1,Individual
1572,Huy Hải Lê,1971-08-29,2,2,Individual
1573,Quý cô Vi Bùi,2001-01-30,2,1,Individual
1574,Linh Hoàng,1984-04-08,1,1,Individual
1575,Thảo Vũ,1988-08-15,1,1,Individual
1576,Xuân Bùi,1992-07-25,3,2,Individual
1577,Chị Kim Đặng,2002-11-11,2,2,Individual
1578,Mai Hoàng,1988-10-15,1,1,Individual
1579,Thành Vũ,1970-08-31,1,1,Individual
1580,Vũ Hoàng,1998-03-27,2,2,Individual
1581,Chị Hồng Phạm,1986-09-17,2,2,Individual
1582,Hưng Dương,1968-12-29,1,1,Individual
1583,Phương Quang Hoàng,1978-06-18,1,1,Individual
1584,Nhật Thị Mai,2001-07-17,1,2,Individual
1585,Hải Nguyễn,1970-05-24,3,1,Individual
1586,Huy Hải Lê,1988-03-04,1,1,Individual
1587,Chị Ngọc Hoàng,1998-01-22,3,1,Individual
1588,Lâm Hoàng Lê,2000-07-20,2,2,Individual
1589,Quang Trần,1997-04-14,3,2,Individual
1590,Quang Thế Nguyễn,1998-01-11,2,2,Individual
1591,Ánh Hoàng,1981-03-11,3,1,Individual
1592,Vân Nguyễn,1992-02-07,2,2,Individual
1593,Ông Nhiên Mai,2000-10-11,1,2,Individual
1594,Huy Bảo Mai,1991-03-15,3,1,Individual
1595,Hải Phạm,1987-03-22,1,1,Individual
1596,Bảo Phạm,1975-03-03,2,2,Individual
1597,Nhật Hải Bùi,2002-09-14,2,1,Individual
1598,Cô Mai Mai,1976-10-27,1,2,Individual
1599,Quý ông Phúc Lê,1978-02-19,3,1,Individual
1600,Dũng Hải Mai,2005-05-15,1,1,Individual
1601,Lâm Vũ,2003-12-04,1,2,Individual
1602,Dũng Văn Dương,1988-05-25,1,2,Individual
1603,Kim Lê,1994-02-10,1,2,Individual
1604,Anh Tùng Dương,1999-09-22,1,1,Individual
1605,Cô Lâm Trần,2004-12-02,2,1,Individual
1606,Chị Hải Nguyễn,2000-11-10,3,2,Individual
1607,Quý cô Lan Dương,1982-04-11,2,2,Individual
1608,Quý cô Lâm Nguyễn,1980-03-08,2,2,Individual
1609,Dũng Bùi,1981-05-11,2,2,Individual
1610,Hà Nguyễn,1978-05-01,1,1,Individual
1611,Vân Dương,1979-09-08,1,2,Individual
1612,Hải Đặng,1966-12-06,2,2,Individual
1613,Châu Vũ,1992-04-01,1,1,Individual
1614,Anh Tùng Vũ,1976-06-29,2,2,Individual
1615,Phương Xuân Vũ,1987-01-31,2,2,Individual
1616,Bà Vi Mai,1971-11-28,3,1,Individual
1617,Cô Linh Dương,1967-02-18,3,2,Individual
1618,Bà Ánh Đặng,1977-07-29,2,1,Individual
1619,Trung Nguyễn,1966-11-10,2,1,Individual
1620,Cô Nhật Vũ,2002-01-13,1,1,Individual
1621,An Đặng,1990-05-30,1,2,Individual
1622,Vân Hoàng,2000-02-09,2,1,Individual
1623,Quý cô Lâm Đặng,1991-10-27,2,1,Individual
1624,Thành Quang Vũ,1970-04-04,1,2,Individual
1625,Quý cô Linh Dương,1982-03-15,2,2,Individual
1626,Bảo Đặng,2001-06-26,1,1,Individual
1627,Quý ông Trọng Vũ,2001-10-11,3,2,Individual
1628,Anh Anh Mai,1988-02-09,2,2,Individual
1629,Quang Đức Phạm,2004-11-27,1,1,Individual
1630,Phúc Bùi,1990-03-20,1,1,Individual
1631,Tú Phạm,1981-06-17,1,2,Individual
1632,Hoàng Phạm,1995-05-11,2,1,Individual
1633,Vũ Trần,1969-06-18,2,2,Individual
1634,Cô Xuân Hoàng,1977-03-19,2,2,Individual
1635,Bảo Nguyễn,1970-05-24,3,2,Individual
1636,Anh Vũ Trần,1999-08-25,1,2,Individual
1637,Anh Lê,1969-06-13,2,1,Individual
1638,Bà Vân Đặng,1981-09-04,1,1,Individual
1639,Khoa Phú Đặng,1990-11-19,1,1,Individual
1640,Tùng Mai,1979-08-14,3,1,Individual
1641,Lan Vũ,1997-09-18,1,2,Individual
1642,Quý cô Hải Lê,2001-02-12,2,1,Individual
1643,Nhật Văn Vũ,2004-02-16,1,2,Individual
1644,Quang Thế Bùi,1975-05-02,1,1,Individual
1645,Bác Trung Trần,2006-04-10,2,1,Individual
1646,Hạnh Hoàng Dương,2003-03-08,2,1,Individual
1647,Ánh Phạm,1997-03-22,1,2,Individual
1648,Nhật Lê,2006-12-15,1,2,Individual
1649,Vân Vũ,2007-04-16,3,1,Individual
1650,Cô Nhật Lê,2004-10-12,3,1,Individual
1651,Cô Phương Đặng,1988-12-08,3,1,Individual
1652,Vũ Mai Bảo Phạm,1989-02-04,1,1,Individual
1653,Bà Bảo Lê,1995-03-18,2,2,Individual
1654,Thành Hải Bùi,1976-01-03,3,2,Individual
1655,Hải Quang Mai,2006-08-29,1,2,Individual
1656,An Mai Nguyễn,1982-03-29,3,1,Individual
1657,An Lê,1991-11-18,2,1,Individual
1658,Nam Lê,2003-09-26,3,2,Individual
1659,Thành Bảo Bùi,2001-06-09,2,1,Individual
1660,Phương Mai,1984-03-11,1,1,Individual
1661,Cô Mai Vũ,1982-08-17,2,1,Individual
1662,Nhật Xuân Phạm,2001-12-11,1,1,Individual
1663,Nhật Mai Bảo Lê,1981-08-30,1,1,Individual
1664,Minh Phú Phạm,2002-02-08,3,2,Individual
1665,Bà Hồng Bùi,1980-08-05,3,2,Individual
1666,Quý cô Dương Trần,1975-09-14,1,2,Individual
1667,Chị Nhật Vũ,1982-06-15,1,2,Individual
1668,Quang Tấn Hoàng,1992-08-20,2,2,Individual
1669,Hải Phạm,2001-11-14,2,1,Individual
1670,Ngọc Lê,1984-04-07,1,2,Individual
1671,Hà Bảo Đặng,1978-12-30,3,2,Individual
1672,Quý cô Thành Vũ,1987-11-20,1,1,Individual
1673,Quý cô Linh Vũ,1996-06-25,1,2,Individual
1674,Lan Vũ,1996-05-08,2,1,Individual
1675,Ngọc Mai,1987-11-06,2,2,Individual
1676,Quang Thế Trần,1993-08-20,2,2,Individual
1677,Phương Quang Phạm,2003-11-18,3,2,Individual
1678,Tú Văn Mai,1986-02-12,1,1,Individual
1679,Bác Thành Vũ,1975-01-21,1,2,Individual
1680,Ông Phúc Nguyễn,1987-06-05,3,2,Individual
1681,Nhật Nguyễn,1987-02-02,1,1,Individual
1682,Hưng Nguyễn,2001-06-13,2,1,Individual
1683,Dương Trần,2005-07-28,3,2,Individual
1684,Nhật Vũ,1999-03-14,1,2,Individual
1685,Ông Thành Trần,1966-09-28,3,2,Individual
1686,Quang Trần,1993-02-22,1,1,Individual
1687,Kim Trần,2004-06-06,3,1,Individual
1688,Yến Nguyễn,1998-10-06,2,1,Individual
1689,Vũ Dương,1970-02-25,3,1,Individual
1690,Quang Lê,1985-02-03,1,1,Individual
1691,Lan Dương,1985-12-19,2,2,Individual
1692,Nhật Vũ,2001-08-30,3,2,Individual
1693,Anh Tùng Trần,1983-08-23,1,2,Individual
1694,Bà Xuân Hoàng,2004-08-17,2,2,Individual
1695,Quý cô Nhật Mai,1990-11-16,3,1,Individual
1696,Anh Nhiên Phạm,2002-04-23,3,1,Individual
1697,Chị Hồng Đặng,1987-03-23,1,1,Individual
1698,Anh Bảo Lê,1992-01-13,1,2,Individual
1699,Cô Kim Dương,2004-12-18,2,1,Individual
1700,Quý cô Hải Vũ,2004-09-04,2,2,Individual
1701,Anh Vũ Phạm,2002-09-19,1,2,Individual
1702,Duyên Bùi,1969-10-08,3,1,Individual
1703,Bà Lan Lê,1981-04-08,3,2,Individual
1704,Quý cô Linh Mai,1976-04-05,1,2,Individual
1705,Hồng Đặng,1978-08-03,3,2,Individual
1706,Cô Mai Trần,1971-12-20,3,1,Individual
1707,Cô Nhật Nguyễn,1966-07-26,2,1,Individual
1708,Bà Nhật Vũ,1992-09-27,2,1,Individual
1709,Hưng Mai,1967-08-08,3,1,Individual
1710,Vũ Dương,1993-04-19,2,1,Individual
1711,Phúc Hoàng Vũ,1971-11-08,2,2,Individual
1712,Trung Thế Phạm,1978-12-07,1,1,Individual
